id;nombre;apellido;equipo;plan;categoria;fecha;distrito;vendedor;correo;promocion;monto_venta;descuento;total_con_descuento
ENT2024-01464;  Ricardo  ;  Salgado  ;Samsung Galaxy S24;Postpago Ilimitado;Prepago;2024-10-07;  El Agustino  ;Vendedor 22;ricardo.salgado@entel.pe;Sin promo;301.56;0;301.56
ENT2024-01465;Natalia;  Navarro  ;iPhone 15;Postpago 50GB;Empresa;2024-02-06;  Chorrillos  ;Vendedor 39;natalia.navarro@entel.pe;Mes gratis;3375.28;0.1;3037.75
ENT2024-01466;Sandra;Herrera;Xiaomi Redmi Note 13;Prepago 30GB;Postpago;2024-02-23;Miraflores;Vendedor 32;sandra.herrera2@entel.pe;Descuento 50% en 3 meses;2336.63;0;2336.63
ENT2024-01467;Raquel;Benítez;iPhone 14;Hogar Fibra 500Mbps;Empresa;2024-04-26;Lima;Vendedor 04;raquel.benítez@entel.pe;Sin promo;7071.57;0.2;5657.26
ENT2024-01468;Marco;Rojas;Oppo Reno10;Hogar Fibra 200Mbps;Postpago;09/10/2024;Magdalena del Mar;Vendedor 04;marco.rojas3@entel.pe;Roaming gratis 1 mes;1669.68;0;1669.68
ENT2024-01469;Marco;  Huaman  ;;Postpago Ilimitado;Hogar;25/12/2024;Chorrillos;Vendedor 36;marco.huaman@entel.pe;Descuento 20%;1963.39;0;1963.39
ENT2024-01470;Jorge;  Soto  ;iPhone 15;Empresa 200GB;Empresa;09/04/2024;Carabayllo;Vendedor 28;jorge.soto@entel.pe;Sin promo;7272.25;0.5;3636.12
ENT2024-01471;  Natalia  ;Cruz;iPhone 15;Postpago 50GB;Prepago;2024-07-30;El Agustino;Vendedor 49;natalia.cruz@entel.pe;Sin promo;119.17;0.1;107.25
ENT2024-01472;Juan;Hidalgo;Motorola Moto G54;Postpago 50GB;Postpago;30/01/2024;  Santiago de Surco  ;Vendedor 29;juan.hidalgo@entel.pe;Descuento 20%;1132.44;0;1132.44
ENT2024-01473;Rosa;  López  ;Samsung A54;Empresa 200GB;Prepago;2024-05-29;  Santiago de Surco  ;Vendedor 39;rosa.lópez@entel.pe;Roaming gratis 1 mes;311.12;0.2;248.9
ENT2024-01474;Andrea;  Ponce  ;iPhone 15;Postpago 100GB;Postpago;2024-05-08;Cercado de Lima;Vendedor 14;andrea.ponce@entel.pe;Instalación gratis;2224.14;0.5;1112.07
ENT2024-01475;  Felipe  ;Cruzado;Tablet Samsung Tab A8;Empresa 200GB;Prepago;2024-08-15;Los Olivos;Vendedor 20;felipe.cruzado@entel.pe;Bonificación 50GB;211.7;0.2;169.36
ENT2024-01476;Marco;Ortega;Huawei P60;Prepago 10GB;Empresa;2024-06-12;Los Olivos;Vendedor 35;marco.ortega@entel.pe;Mes gratis;4465.17;0.5;2232.58
ENT2024-01477;José;Benítez;iPhone 14;Hogar Fibra 500Mbps;Empresa;2024-02-10;San Borja;Vendedor 09;josé.benítez@entel.pe;Descuento 50% en 3 meses;6032.67;0.1;5429.4
ENT2024-01478;Elena;Cruzado;Oppo Reno10;Prepago 10GB;Postpago;2024-07-09;  El Agustino  ;Vendedor 10;elena.cruzado@entel.pe;Sin promo;2715.67;0.1;2444.1
ENT2024-01479;Natalia;  De la Cruz  ;Xiaomi 13T;Hogar Fibra 500Mbps;Postpago;2024-01-11;  Magdalena del Mar  ;Vendedor 03;natalia.delacruz@entel.pe;2x1 accesorios;1642.79;0.5;821.4
ENT2024-01480;  Verónica  ;  Olivares  ;iPhone 14;Prepago 30GB;Postpago;2024-01-31;San Martín de Porres;Vendedor 40;verónica.olivares@entel.pe;Roaming gratis 1 mes;1906.27;0;1906.27
ENT2024-01481;Laura;Rodríguez;Tablet Samsung Tab A8;Hogar Fibra 200Mbps;Hogar;2024-08-15;Miraflores;Vendedor 15;laura.rodríguez3@entel.pe;Descuento 50% en 3 meses;1728.39;0;1728.39
ENT2024-01482;Óscar;Sánchez;Router 4G Entel;Hogar Fibra 200Mbps;Postpago;2024-12-04;  Comas  ;Vendedor 03;óscar.sánchez2@entel.pe;Bonificación 50GB;2725.8;0.1;2453.22
ENT2024-01483;Luis;Cáceres;Laptop HP 15;Empresa 200GB;Empresa;2024-10-29;San Borja;Vendedor 49;luis.cáceres@entel.pe;Sin promo;5609.04;0;5609.04
ENT2024-01484;Ricardo;Hidalgo;Tablet Samsung Tab A8;Hogar Fibra 200Mbps;Hogar;2024-01-30;La Molina;Vendedor 36;ricardo.hidalgo@entel.pe;Roaming gratis 1 mes;1846.21;0.5;923.1
ENT2024-01485;Adrián;Mejía;Huawei P60;Hogar Fibra 500Mbps;Hogar;2024-10-20;El Agustino;Vendedor 37;adrián.mejía@entel.pe;2x1 accesorios;1939.31;0.1;1745.38
ENT2024-01486;María;Huaman;Xiaomi 13T;Prepago 10GB;Prepago;08/01/2024;San Martín de Porres;Vendedor 44;maría.huaman3@entel.pe;2x1 accesorios;356.83;0.5;178.42
ENT2024-01487;Miguel;Gutiérrez;Laptop HP 15;Prepago 30GB;Empresa;19/10/2024;  Callao  ;Vendedor 03;miguel.gutiérrez@entel.pe;2x1 accesorios;6134.89;0.1;5521.4
ENT2024-01488;  Héctor  ;  Suárez  ;Router 4G Entel;Prepago 30GB;Postpago;2024-03-04;Comas;Vendedor 37;héctor.suárez@entel.pe;Bonificación 50GB;1100.6;0.2;880.48
ENT2024-01489;Paola;Sánchez;Xiaomi 13T;Hogar Fibra 500Mbps;Postpago;2024-08-13;Lima;Vendedor 30;paola.sánchez@entel.pe;Sin promo;1736.72;0.5;868.36
ENT2024-01490;Raúl;  Herrera  ;Router 4G Entel;Prepago 10GB;Hogar;30/01/2024;Ate;Vendedor 06;raúl.herrera@entel.pe;2x1 accesorios;1565;0.1;1408.5
ENT2024-01491;Camila;  Ortega  ;Samsung A54;Postpago 100GB;Hogar;02/04/2024;  San Martín de Porres  ;Vendedor 50;camila.ortega2@entel.pe;2x1 accesorios;1124.15;0.2;899.32
ENT2024-01492;  Paola  ;Navarro;Xiaomi Redmi Note 13;Prepago 10GB;Prepago;16/03/2024;Villa El Salvador;Vendedor 42;;Sin promo;458.29;0;458.29
ENT2024-01493;  Sofía  ;Torres;Router 4G Entel;Postpago 50GB;Prepago;2024-12-16;  Lince  ;Vendedor 29;sofía.torres@entel.pe;Bonificación 50GB;276.26;0.5;138.13
ENT2024-01494;  Carlos  ;Ortega;Router 5G Entel;Prepago 10GB;Postpago;2024-12-31;  San Martín de Porres  ;Vendedor 17;carlos.ortega@entel.pe;;2197.67;0.5;1098.84
ENT2024-01495;Emilio;Benítez;Oppo Reno10;Postpago 50GB;Prepago;28/06/2024;La Molina;Vendedor 05;emilio.benítez@entel.pe;Instalación gratis;256.3;0.5;128.15
ENT2024-01496;Jorge;  Paredes  ;iPhone 15;Prepago 10GB;Prepago;15/06/2024;Ate;Vendedor 24;jorge.paredes2@entel.pe;Roaming gratis 1 mes;123.27;0.2;98.62
ENT2024-01497;  Diego  ;Tapia;iPhone 14;Prepago 30GB;Prepago;2024-01-13;Carabayllo;Vendedor 39;diego.tapia@entel.pe;Bonificación 50GB;477.17;0.1;429.45
ENT2024-01498;  Ricardo  ;  Valdivia  ;Router 4G Entel;Empresa 200GB;Hogar;2024-05-30;Villa El Salvador;Vendedor 02;ricardo.valdivia2@entel.pe;Descuento 20%;1862.52;0.5;931.26
ENT2024-01499;Héctor;López;Huawei P60;Postpago Ilimitado;Postpago;24/02/2024;Villa El Salvador;Vendedor 14;héctor.lópez2@entel.pe;Bonificación 50GB;2452.04;0.2;1961.63
ENT2024-01500;Patricia;  Fajardo  ;Laptop HP 15;Empresa 200GB;Prepago;2024-07-12;Ate;Vendedor 03;patricia.fajardo4@entel.pe;Descuento 20%;405.19;0;405.19
ENT2024-01501;Óscar;Salgado;Router 4G Entel;Postpago 100GB;Postpago;2024-04-24;Ate;Vendedor 33;óscar.salgado@entel.pe;Roaming gratis 1 mes;1823.29;0.2;1458.63
ENT2024-01502;Mónica;  Hidalgo  ;iPhone 15;Postpago 50GB;Hogar;2024-12-03;Lince;Vendedor 34;mónica.hidalgo@entel.pe;Instalación gratis;956.03;0.2;764.82
ENT2024-01503;  Fernando  ;Suárez;Motorola Moto G54;Prepago 30GB;Prepago;2024-06-17;Jesús María;Vendedor 50;fernando.suárez@entel.pe;Bonificación 50GB;154.88;0;154.88
ENT2024-01504;Sofía;Arias;Samsung A54;Postpago 100GB;Prepago;2024-08-15;El Agustino;Vendedor 27;sofía.arias@entel.pe;Bonificación 50GB;107.78;0.2;86.22
ENT2024-01505;  Miguel  ;Benítez;Oppo Reno10;Postpago 100GB;Empresa;2024-11-30;Magdalena del Mar;Vendedor 39;miguel.benítez2@entel.pe;Descuento 50% en 3 meses;6993.33;0.5;3496.66
ENT2024-01506;  Martín  ;  Valdivia  ;Motorola Moto G54;Postpago Ilimitado;Prepago;2024-07-27;Surquillo;Vendedor 38;martín.valdivia@entel.pe;Descuento 20%;398.35;0.1;358.52
ENT2024-01507;Beatriz;Morales;Laptop HP 15;Prepago 30GB;Empresa;2024-06-09;La Molina;Vendedor 06;beatriz.morales2@entel.pe;Roaming gratis 1 mes;5460.47;0.2;4368.38
ENT2024-01508;  Gonzalo  ;Paredes;Xiaomi Redmi Note 13;Hogar Fibra 500Mbps;Prepago;2024-04-02;Pueblo Libre;Vendedor 01;gonzalo.paredes@entel.pe;Descuento 20%;350.16;0.1;315.14
ENT2024-01509;Jorge;  Valdivia  ;Huawei P60;Hogar Fibra 500Mbps;Postpago;2024-03-05;Miraflores;Vendedor 28;jorge.valdivia@entel.pe;Sin promo;1948.28;0.2;1558.62
ENT2024-01510;Agustín;Hernández;iPhone 15;Postpago Ilimitado;Hogar;2024-08-04;  San Juan de Lurigancho  ;Vendedor 09;;Roaming gratis 1 mes;1261.37;0.2;1009.1
ENT2024-01511;  Agustín  ;Ortega;Motorola Moto G54;Prepago 30GB;Postpago;2024-06-21;  Carabayllo  ;Vendedor 38;agustín.ortega@entel.pe;Mes gratis;1095.39;0.5;547.7
ENT2024-01512;Adrián;López;iPhone 15;Empresa 200GB;Hogar;2024-07-28;  Villa María del Triunfo  ;Vendedor 29;adrián.lópez3@entel.pe;Roaming gratis 1 mes;993.17;0;993.17
ENT2024-01513;Rosa;Salgado;Xiaomi 13T;Postpago Ilimitado;Prepago;2024-10-28;Lince;Vendedor 06;rosa.salgado2@entel.pe;Descuento 20%;379.71;0;379.71
ENT2024-01514;  Juan  ;  Olivares  ;Infinix Note 40;Empresa 200GB;Hogar;2024-07-13;  Carabayllo  ;Vendedor 29;juan.olivares@entel.pe;Descuento 20%;1522.16;0;1522.16
ENT2024-01515;Patricia;Hidalgo;Infinix Note 40;Prepago 30GB;Postpago;2024-04-28;Comas;Vendedor 32;patricia.hidalgo@entel.pe;Bonificación 50GB;2538.23;0.2;2030.58
ENT2024-01516;José;Carrasco;Oppo Reno10;Hogar Fibra 200Mbps;Empresa;2024-06-14;Callao;Vendedor 21;josé.carrasco2@entel.pe;Descuento 20%;4317.73;0.5;2158.86
ENT2024-01517;Daniel;López;Tablet Samsung Tab A8;Prepago 10GB;Hogar;2024-09-22;San Martín de Porres;Vendedor 37;daniel.lópez@entel.pe;Bonificación 50GB;1276.73;0.1;1149.06
ENT2024-01518;Pedro;  Benítez  ;Huawei P60;Postpago Ilimitado;Postpago;27/05/2024;San Martín de Porres;Vendedor 32;pedro.benítez@entel.pe;Instalación gratis;2047.96;0.1;1843.16
ENT2024-01519;Sofía;Hernández;Huawei P60;Prepago 30GB;Postpago;2024-04-28;Surquillo;Vendedor 18;sofía.hernández@entel.pe;Descuento 20%;2067.07;0.5;1033.54
ENT2024-01520;Pedro;  Díaz  ;Oppo Reno10;Postpago Ilimitado;Postpago;2024-11-02;  Miraflores  ;Vendedor 35;pedro.díaz2@entel.pe;Descuento 50% en 3 meses;1134.32;0.5;567.16
ENT2024-01521;Juan;  Navarro  ;Tablet Samsung Tab A8;Postpago 50GB;Empresa;2024-04-14;Comas;Vendedor 37;juan.navarro2@entel.pe;Roaming gratis 1 mes;3976.34;0.2;3181.07
ENT2024-01522;Adrián;Soto;Oppo Reno10;Postpago Ilimitado;Hogar;2024-05-31;La Molina;Vendedor 46;adrián.soto@entel.pe;Mes gratis;1043.2;0.5;521.6
ENT2024-01523;Martín;Peña;Xiaomi 13T;Prepago 30GB;Postpago;2024-03-11;  San Martín de Porres  ;Vendedor 47;martín.pena@entel.pe;Mes gratis;1464.23;0.2;1171.38
ENT2024-01524;Raúl;  Pérez  ;Router 5G Entel;Prepago 10GB;Postpago;2024-06-16;Barranco;Vendedor 33;raúl.pérez3@entel.pe;Bonificación 50GB;2874.48;0.2;2299.58
ENT2024-01525;Verónica;  Arias  ;Router 4G Entel;Postpago 100GB;Empresa;2024-01-20;Chorrillos;Vendedor 07;verónica.arias@entel.pe;Bonificación 50GB;7770.97;0.1;6993.87
ENT2024-01526;Carmen;Ortega;Router 4G Entel;Postpago 50GB;Postpago;2024-05-05;  Santiago de Surco  ;Vendedor 38;carmen.ortega@entel.pe;Roaming gratis 1 mes;1628.4;0;1628.4
ENT2024-01527;Sofía;Mejía;Motorola Moto G54;Prepago 30GB;Hogar;18/03/2024;  Magdalena del Mar  ;Vendedor 12;sofía.mejía@entel.pe;Instalación gratis;1657.9;0.5;828.95
ENT2024-01528;Rosa;  Flores  ;Motorola Moto G54;Postpago 100GB;Prepago;2024-01-02;Chorrillos;Vendedor 05;rosa.flores@entel.pe;Instalación gratis;168.5;0.1;151.65
ENT2024-01529;Sandra;Luna;Motorola Moto G54;Postpago Ilimitado;Postpago;2024-08-02;Los Olivos;Vendedor 17;sandra.luna@entel.pe;Roaming gratis 1 mes;1689.48;0.1;1520.53
ENT2024-01530;  Alvaro  ;Olivares;Motorola Moto G54;Empresa 200GB;Hogar;2024-09-28;Surquillo;Vendedor 12;alvaro.olivares2@entel.pe;2x1 accesorios;1953.22;0;1953.22
ENT2024-01531;Sofía;Mendoza;Router 4G Entel;Hogar Fibra 500Mbps;Hogar;2024-11-18;  Callao  ;Vendedor 39;sofía.mendoza2@entel.pe;Bonificación 50GB;930.46;0.5;465.23
ENT2024-01532;  Mónica  ;Herrera;Huawei P60;Postpago 100GB;Prepago;2024-02-27;  Comas  ;Vendedor 27;mónica.herrera@entel.pe;Instalación gratis;317.87;0.2;254.3
ENT2024-01533;Fernando;Gutiérrez;Router 4G Entel;Hogar Fibra 200Mbps;Postpago;2024-03-31;  Pueblo Libre  ;Vendedor 21;;Mes gratis;1158.3;0.2;926.64
ENT2024-01534;Raúl;De la Cruz;iPhone 14;Postpago Ilimitado;Hogar;07/09/2024;Villa El Salvador;Vendedor 27;raúl.delacruz@entel.pe;Descuento 50% en 3 meses;812.77;0.1;731.49
ENT2024-01535;Luis;  Mendoza  ;Huawei P60;Prepago 10GB;Hogar;2024-02-01;Cercado de Lima;Vendedor 50;luis.mendoza@entel.pe;Bonificación 50GB;1819.45;0;1819.45
ENT2024-01536;Paola;Mejía;Samsung A54;Hogar Fibra 200Mbps;Hogar;2024-08-14;Chorrillos;Vendedor 26;paola.mejía@entel.pe;2x1 accesorios;1878.94;0.1;1691.05
ENT2024-01537;José;Suárez;;Prepago 10GB;Empresa;2024-11-21;  Miraflores  ;Vendedor 20;josé.suárez2@entel.pe;;3821.36;0.2;3057.09
ENT2024-01538;  Gonzalo  ;Cruz;Infinix Note 40;Postpago Ilimitado;Prepago;2024-11-16;La Molina;Vendedor 40;gonzalo.cruz@entel.pe;Bonificación 50GB;140.66;0.2;112.53
ENT2024-01539;Andrés;Cáceres;Oppo Reno10;Postpago 50GB;Postpago;2024-07-13;  San Isidro  ;Vendedor 50;andrés.cáceres@entel.pe;Bonificación 50GB;2205.85;0.5;1102.92
ENT2024-01540;Raúl;Molina;Laptop HP 15;Postpago 100GB;Postpago;2024-09-22;  San Borja  ;Vendedor 24;raúl.molina@entel.pe;Descuento 50% en 3 meses;1000.93;0.5;500.46
ENT2024-01541;  María  ;Vega;iPhone 14;Prepago 10GB;Empresa;23/03/2024;San Juan de Lurigancho;Vendedor 22;maría.vega@entel.pe;Roaming gratis 1 mes;3563.1;0.2;2850.48
ENT2024-01542;Lucía;Ortega;Router 5G Entel;Prepago 10GB;Postpago;2024-01-19;Lima;Vendedor 49;lucía.ortega@entel.pe;Mes gratis;2500.68;0.5;1250.34
ENT2024-01543;  Patricia  ;Chávez;Laptop HP 15;Hogar Fibra 500Mbps;Postpago;21/03/2024;  Comas  ;Vendedor 20;patricia.chávez2@entel.pe;Sin promo;1475.95;0.1;1328.36
ENT2024-01544;  Sofía  ;Pizarro;Laptop HP 15;Prepago 10GB;Postpago;2024-05-19;  El Agustino  ;Vendedor 08;sofía.pizarro2@entel.pe;Roaming gratis 1 mes;2026.59;0.1;1823.93
ENT2024-01545;Raquel;Chávez;Xiaomi Redmi Note 13;Prepago 30GB;Postpago;2024-02-09;San Isidro;Vendedor 33;raquel.chávez@entel.pe;Roaming gratis 1 mes;2339.27;0.2;1871.42
ENT2024-01546;  Luis  ;  García  ;Router 5G Entel;Postpago Ilimitado;Postpago;2024-10-28;Callao;Vendedor 13;luis.garcía2@entel.pe;2x1 accesorios;1264.71;0;1264.71
ENT2024-01547;  Fernando  ;Peña;Oppo Reno10;Postpago 50GB;Empresa;2024-05-20;Pueblo Libre;Vendedor 13;fernando.pena2@entel.pe;Mes gratis;5478.74;0.1;4930.87
ENT2024-01548;Paola;Tapia;Infinix Note 40;Hogar Fibra 500Mbps;Hogar;2024-05-29;Chorrillos;Vendedor 06;paola.tapia@entel.pe;Descuento 50% en 3 meses;1488.12;0.1;1339.31
ENT2024-01549;Gonzalo;  Ortega  ;Huawei P60;Hogar Fibra 500Mbps;Empresa;2024-12-25;Cercado de Lima;Vendedor 33;gonzalo.ortega4@entel.pe;Descuento 50% en 3 meses;4724.83;0.2;3779.86
ENT2024-01550;  Óscar  ;Rodríguez;Xiaomi 13T;Hogar Fibra 200Mbps;Empresa;06/10/2024;Los Olivos;Vendedor 07;óscar.rodríguez@entel.pe;Instalación gratis;3606.32;0.2;2885.06
ENT2024-01551;Sofía;  Carrasco  ;Samsung Galaxy S24;Hogar Fibra 200Mbps;Prepago;2024-08-16;  San Juan de Lurigancho  ;Vendedor 31;sofía.carrasco@entel.pe;Mes gratis;187.3;0.2;149.84
ENT2024-01552;Raquel;  Castillo  ;;Postpago Ilimitado;Postpago;2024-02-18;  Cercado de Lima  ;Vendedor 11;raquel.castillo2@entel.pe;Descuento 50% en 3 meses;1148.67;0.2;918.94
ENT2024-01553;Laura;  Olivares  ;Motorola Moto G54;Postpago 100GB;Prepago;25/07/2024;Villa El Salvador;Vendedor 31;laura.olivares@entel.pe;Descuento 50% en 3 meses;367.15;0.5;183.58
ENT2024-01554;  José  ;  Molina  ;Xiaomi 13T;Prepago 30GB;Hogar;2024-06-08;El Agustino;Vendedor 22;josé.molina@entel.pe;Descuento 20%;1156.07;0.5;578.04
ENT2024-01555;Carlos;Salazar;Router 5G Entel;Hogar Fibra 200Mbps;Postpago;2024-05-17;  Los Olivos  ;Vendedor 14;carlos.salazar@entel.pe;;1529.2;0.1;1376.28
ENT2024-01556;Mónica;Navarro;Samsung A54;Prepago 10GB;Empresa;2024-08-24;Los Olivos;Vendedor 31;mónica.navarro@entel.pe;Mes gratis;3245.92;0;3245.92
ENT2024-01557;  Pedro  ;Peña;Router 5G Entel;Postpago 100GB;Hogar;2024-03-06;  Lima  ;Vendedor 11;pedro.pena2@entel.pe;Mes gratis;1953.49;0;1953.49
ENT2024-01558;María;Rojas;Xiaomi 13T;Postpago 100GB;Postpago;2024-08-05;Magdalena del Mar;Vendedor 11;maría.rojas3@entel.pe;Instalación gratis;2729.12;0.2;2183.3
ENT2024-01559;Andrés;Cruzado;Tablet Samsung Tab A8;Hogar Fibra 200Mbps;Hogar;2024-01-05;Comas;Vendedor 08;andrés.cruzado@entel.pe;Roaming gratis 1 mes;1187.63;0;1187.63
ENT2024-01560;  Rosa  ;  Hidalgo  ;Router 4G Entel;Prepago 30GB;Empresa;2024-11-10;San Juan de Lurigancho;Vendedor 37;rosa.hidalgo3@entel.pe;Descuento 20%;3704.26;0.5;1852.13
ENT2024-01561;Daniel;Mendoza;Oppo Reno10;Prepago 10GB;Empresa;2024-09-22;Villa El Salvador;Vendedor 17;daniel.mendoza3@entel.pe;Instalación gratis;4977.94;0.1;4480.15
ENT2024-01562;  Pablo  ;  Díaz  ;;Postpago Ilimitado;Prepago;2024-09-25;Los Olivos;Vendedor 31;pablo.díaz@entel.pe;Sin promo;304.11;0.5;152.06
ENT2024-01563;  Fernando  ;Valdivia;Xiaomi Redmi Note 13;Postpago Ilimitado;Hogar;2024-02-04;Lima;Vendedor 20;fernando.valdivia@entel.pe;Descuento 50% en 3 meses;1967.69;0.2;1574.15
ENT2024-01564;  Carmen  ;  De la Cruz  ;iPhone 15;Hogar Fibra 500Mbps;Empresa;2024-02-18;Miraflores;Vendedor 40;carmen.delacruz@entel.pe;Instalación gratis;3472.58;0.5;1736.29
ENT2024-01565;Beatriz;Hernández;iPhone 15;Empresa 200GB;Prepago;2024-06-25;Villa María del Triunfo;Vendedor 01;beatriz.hernández@entel.pe;Descuento 50% en 3 meses;210.16;0;210.16
ENT2024-01566;  Verónica  ;Mendoza;Tablet Samsung Tab A8;Hogar Fibra 200Mbps;Empresa;2024-07-07;Villa El Salvador;Vendedor 50;verónica.mendoza@entel.pe;Roaming gratis 1 mes;7974.64;0.2;6379.71
ENT2024-01567;Paola;  Ortega  ;Oppo Reno10;Prepago 10GB;Postpago;30/10/2024;Santiago de Surco;Vendedor 07;paola.ortega2@entel.pe;Descuento 50% en 3 meses;1473.02;0.1;1325.72
ENT2024-01568;Verónica;Sánchez;Huawei P60;Postpago 100GB;Prepago;24/09/2024;Ate;Vendedor 42;verónica.sánchez2@entel.pe;Roaming gratis 1 mes;181.96;0.2;145.57
ENT2024-01569;Ricardo;Carrasco;Laptop HP 15;Prepago 30GB;Hogar;2024-04-17;Barranco;Vendedor 01;ricardo.carrasco@entel.pe;Descuento 50% en 3 meses;1100.15;0.2;880.12
ENT2024-01570;Lucía;Pérez;Laptop HP 15;Postpago Ilimitado;Prepago;2024-03-25;  Magdalena del Mar  ;Vendedor 01;lucía.pérez@entel.pe;Bonificación 50GB;140.65;0.5;70.32
ENT2024-01571;Diego;González;Xiaomi Redmi Note 13;Hogar Fibra 500Mbps;Hogar;2024-12-06;Magdalena del Mar;Vendedor 21;diego.gonzález2@entel.pe;2x1 accesorios;1364.48;0.2;1091.58
ENT2024-01572;Patricia;Salgado;iPhone 15;Prepago 10GB;Hogar;12/07/2024;Callao;Vendedor 46;patricia.salgado@entel.pe;Instalación gratis;929.94;0.5;464.97
ENT2024-01573;Raúl;Castillo;Tablet Samsung Tab A8;Empresa 200GB;Postpago;2024-11-05;  San Borja  ;Vendedor 11;raúl.castillo3@entel.pe;2x1 accesorios;1283.55;0.1;1155.2
ENT2024-01574;Felipe;Vargas;Tablet Samsung Tab A8;Hogar Fibra 200Mbps;Hogar;2024-09-07;Los Olivos;Vendedor 17;felipe.vargas@entel.pe;Mes gratis;1355.85;0.2;1084.68
ENT2024-01575;Sandra;  Peña  ;Router 4G Entel;Empresa 200GB;Prepago;2024-01-13;San Juan de Lurigancho;Vendedor 30;sandra.pena@entel.pe;Bonificación 50GB;416.37;0.5;208.18
ENT2024-01576;  Adrián  ;  Peña  ;Motorola Moto G54;Prepago 10GB;Hogar;2024-07-10;Barranco;Vendedor 48;adrián.pena2@entel.pe;Sin promo;1600.73;0.1;1440.66
ENT2024-01577;Carmen;Soto;Samsung A54;Prepago 10GB;Postpago;2024-10-27;Comas;Vendedor 22;carmen.soto@entel.pe;Mes gratis;1340.64;0.1;1206.58
ENT2024-01578;  Héctor  ;  Morales  ;Oppo Reno10;Postpago 50GB;Empresa;2024-01-18;  Villa María del Triunfo  ;Vendedor 18;héctor.morales@entel.pe;Instalación gratis;3933.24;0.2;3146.59
ENT2024-01579;Esteban;López;Router 5G Entel;Prepago 30GB;Empresa;2024-11-16;Miraflores;Vendedor 37;esteban.lópez2@entel.pe;Sin promo;3070.07;0;3070.07
ENT2024-01580;Felipe;Herrera;Infinix Note 40;Hogar Fibra 500Mbps;Hogar;2024-03-29;Magdalena del Mar;Vendedor 48;felipe.herrera2@entel.pe;Mes gratis;993.77;0.5;496.88
ENT2024-01581;Carlos;Quispe;Samsung Galaxy S24;Postpago Ilimitado;Prepago;2024-03-08;San Isidro;Vendedor 27;carlos.quispe@entel.pe;Mes gratis;136.91;0.2;109.53
ENT2024-01582;  José  ;Soto;Router 4G Entel;Postpago 50GB;Empresa;2024-02-19;Cercado de Lima;Vendedor 18;josé.soto2@entel.pe;Descuento 50% en 3 meses;5457.88;0.5;2728.94
ENT2024-01583;Raquel;Luna;Router 5G Entel;;Empresa;2024-12-10;Carabayllo;Vendedor 46;raquel.luna@entel.pe;Descuento 20%;7103.17;0.1;6392.85
ENT2024-01584;Claudia;  Hidalgo  ;Samsung A54;Postpago 50GB;Hogar;2024-08-01;  Surquillo  ;Vendedor 43;claudia.hidalgo2@entel.pe;Sin promo;1443.49;0;1443.49
ENT2024-01585;Diego;Rojas;Tablet Samsung Tab A8;Postpago Ilimitado;Empresa;2024-02-12;Barranco;Vendedor 29;;Sin promo;3911.96;0.1;3520.76
ENT2024-01586;Verónica;  Cáceres  ;Motorola Moto G54;Hogar Fibra 200Mbps;Prepago;2024-11-21;El Agustino;Vendedor 01;verónica.cáceres@entel.pe;2x1 accesorios;351.31;0.1;316.18
ENT2024-01587;Verónica;Ortega;Samsung A54;Postpago 100GB;Empresa;2024-08-26;Ate;Vendedor 45;verónica.ortega@entel.pe;Mes gratis;4305.49;0.5;2152.74
ENT2024-01588;Marisol;Arias;iPhone 15;Postpago 100GB;Postpago;2024-04-03;El Agustino;Vendedor 06;marisol.arias@entel.pe;Descuento 20%;2861.17;0.2;2288.94
ENT2024-01589;  Fernando  ;Olivares;Router 4G Entel;Postpago 50GB;Prepago;06/01/2024;  San Borja  ;Vendedor 41;fernando.olivares2@entel.pe;Bonificación 50GB;267.95;0.5;133.98
ENT2024-01590;  Pablo  ;  Pérez  ;Router 5G Entel;Prepago 10GB;Empresa;14/12/2024;  Villa María del Triunfo  ;Vendedor 13;pablo.pérez@entel.pe;Descuento 20%;5862.6;0.1;5276.34
ENT2024-01591;Elena;González;iPhone 14;Prepago 30GB;Prepago;2024-05-22;Santiago de Surco;Vendedor 37;elena.gonzález@entel.pe;Bonificación 50GB;236.06;0.1;212.45
ENT2024-01592;Gonzalo;Cruz;;Prepago 10GB;Empresa;2024-04-12;Barranco;Vendedor 19;gonzalo.cruz2@entel.pe;2x1 accesorios;7148.74;0.5;3574.37
ENT2024-01593;Agustín;  Soto  ;Huawei P60;Postpago 100GB;Hogar;30/06/2024;Ate;Vendedor 24;agustín.soto@entel.pe;Bonificación 50GB;1741.27;0.2;1393.02
ENT2024-01594;Marco;Tapia;Oppo Reno10;Hogar Fibra 500Mbps;Prepago;2024-01-19;Ate;Vendedor 25;marco.tapia2@entel.pe;Descuento 20%;374.71;0.5;187.36
ENT2024-01595;  Mónica  ;  Carrasco  ;Motorola Moto G54;;Empresa;2024-11-26;Surquillo;Vendedor 19;mónica.carrasco2@entel.pe;Descuento 50% en 3 meses;5189.66;0;5189.66
ENT2024-01596;  Ricardo  ;De la Cruz;Oppo Reno10;Prepago 30GB;Postpago;19/09/2024;  San Borja  ;Vendedor 17;ricardo.delacruz@entel.pe;Descuento 50% en 3 meses;2515.76;0.1;2264.18
